customer_id,MRR,effective_monthly_revenue,payment_failure_rate,usage_intensity_score,support_escalation_rate,average_csat,renewal_risk_score,region,plan_name,sales_channel,subscription_status_norm,customer_health_score,risk_category
C00572,0.0,0.0,0.0,67.44,0.0,2.9705882352941178,40.0,West,Basic,Marketplace,Nan,75.26,Healthy
C00573,0.0,0.0,0.0,57.35,0.0,2.9705882352941178,40.0,North,Basic,Marketplace,Trial,72.73,Healthy
C00576,0.0,0.0,0.5,37.39,0.0,2.9705882352941178,100.0,South,Enterprise,Marketplace,Expired,40.24,Watchlist
C00579,0.0,0.0,0.0,57.97,0.0,2.9705882352941178,40.0,West,Enterprise,,Nan,72.89,Healthy
C00580,0.0,0.0,0.5,44.67,0.0,2.9705882352941178,0.0,North,,Partner,Nan,67.06,Watchlist
C00581,75690.0,13098.23,0.3333333333333333,35.07,0.0,2.9705882352941178,23.33,South,Enterprise,Marketplace,Nan,63.0,Watchlist
C00585,0.0,25373.79,0.0,40.28,0.0,2.9705882352941178,100.0,South,Basic,Website,Expired,53.47,Watchlist
C00586,0.0,0.0,1.0,61.03,1.0,3.0,40.0,West,Basic,Marketplace,Trial,41.08,Watchlist
C00589,0.0,46864.06,0.0,45.29,0.0,2.9705882352941178,40.0,North,Basic,Partner,Nan,69.72,Watchlist
C00590,37113.89,0.0,0.0,38.56,0.0,4.0,40.0,North,Growth,,Active,73.77,Healthy
C00593,0.0,0.0,0.0,59.32,0.0,2.9705882352941178,100.0,,,Inside Sales,Expired,58.23,Watchlist
C00594,25029.0873,0.0,0.5,67.82,1.0,2.0,25.0,North,Basic,Website,Active,49.13,Watchlist
C00597,0.0,0.0,0.0,42.57,0.0,2.9705882352941178,100.0,,,Partner,Cancelled,54.04,Watchlist
C00600,0.0,25318.49,0.0,45.55,0.0,2.9705882352941178,100.0,North,Growth,Marketplace,Cancelled,54.78,Watchlist
C00601,0.0,0.0,0.0,43.61,0.0,4.0,15.0,West,Growth,,Nan,81.28,Healthy
C00603,0.0,0.0,0.5,0.0,0.0,2.9705882352941178,57.5,West,Enterprise,Website,Trial,41.52,Watchlist
C00604,0.0,0.0,0.0,24.2,0.0,2.9705882352941178,75.0,Central,Growth,Website,Expired,55.7,Watchlist
C00613,11641.66,0.0,0.0,48.09,0.0,2.9705882352941178,40.0,West,Pro,Inside Sales,Active,70.42,Healthy
C00621,79488.12,0.0,0.0,33.54,0.0,2.9705882352941178,15.0,,,Marketplace,Active,73.03,Healthy
C00625,0.0,0.0,0.0,67.06,0.0,3.0,40.0,,Basic,Website,Active,80.09,Healthy
C00631,0.0,0.0,0.0,0.0,0.0,1.0,100.0,North,,Partner,Cancelled,37.79,High Risk
C00633,0.0,0.0,0.0,19.61,0.0,2.0,100.0,West,Basic,Website,Expired,43.33,Watchlist
C00635,0.0,0.0,0.0,38.27,0.0,2.9705882352941178,70.0,West,Growth,Marketplace,Cancelled,60.46,Watchlist
C00639,10740.28,0.0,1.0,74.41,0.0,2.9705882352941178,40.0,West,Pro,,Active,52.0,Watchlist
C00641,0.0,0.0,0.0,35.68,0.0,5.0,100.0,North,Growth,Partner,Cancelled,58.64,Watchlist
C00642,0.0,0.0,0.0,44.52,0.0,2.9705882352941178,100.0,East,Pro,Website,Expired,54.53,Watchlist
C00644,0.0,0.0,0.0,54.95,0.0,2.9705882352941178,15.0,East,Pro,Partner,Nan,78.38,Healthy
C00649,46345.6308,66229.95,0.0,41.3,0.0,2.9705882352941178,40.0,East,Pro,Website,Active,68.72,Watchlist
C00650,0.0,0.0,0.0,48.38,0.0,2.9705882352941178,75.0,East,Pro,Inside Sales,Cancelled,61.74,Watchlist
C00652,18958.95,0.0,0.5,65.15,0.0,2.9705882352941178,40.0,South,Pro,Marketplace,Active,62.18,Watchlist
C00659,0.0,0.0,0.0,36.43,0.0,2.9705882352941178,75.0,,Basic,Marketplace,Cancelled,58.75,Watchlist
C00660,0.0,0.0,0.0,44.46,0.5,4.0,100.0,Central,,Marketplace,Expired,53.99,Watchlist
C00669,0.0,0.0,0.0,57.93,0.0,2.9705882352941178,100.0,South,Pro,Website,Cancelled,57.88,Watchlist
C00671,0.0,105389.57,0.0,55.53,0.0,2.9705882352941178,40.0,East,,Marketplace,Trial,72.28,Healthy
C00675,0.0,117529.78,0.0,60.71,0.5,2.9705882352941178,70.0,West,Enterprise,Inside Sales,Expired,59.82,Watchlist
C00679,0.0,0.0,0.0,64.62,0.0,2.9705882352941178,100.0,East,Enterprise,Website,Cancelled,59.55,Watchlist
C00680,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,27.5,,Basic,Inside Sales,Trial,61.52,Watchlist
C00681,0.0,31488.06,0.6666666666666666,75.88,0.0,2.9705882352941178,100.0,North,,Marketplace,Cancelled,45.7,Watchlist
C00684,0.0,0.0,0.0,42.93,0.0,2.9705882352941178,0.0,,Pro,Partner,Trial,79.13,Healthy
C00686,0.0,39113.21,0.0,36.71,0.0,3.0,15.0,,Enterprise,,Nan,78.75,Healthy
C00688,0.0,0.0,0.5,42.72,0.0,2.9705882352941178,100.0,Central,Basic,Marketplace,Expired,41.58,Watchlist
C00690,0.0,117918.65,0.0,0.0,0.0,2.9705882352941178,75.0,East,Pro,Partner,Cancelled,49.65,Watchlist
C00691,0.0,0.0,0.5,0.0,0.0,2.9705882352941178,75.0,East,Enterprise,,Cancelled,37.15,High Risk
C00694,0.0,0.0,0.0,40.08,0.0,2.9705882352941178,85.0,Central,Growth,Marketplace,Cancelled,57.17,Watchlist
C00695,0.0,0.0,0.0,43.72,0.0,2.9705882352941178,15.0,Central,Growth,,Nan,75.58,Healthy
C00697,0.0,0.0,1.0,41.92,0.0,2.9705882352941178,85.0,North,Pro,Website,Cancelled,32.63,High Risk
C00699,0.0,0.0,0.0,44.56,0.0,3.0,100.0,East,Basic,,Cancelled,59.46,Watchlist
C00703,0.0,0.0,0.0,0.0,1.0,2.9705882352941178,87.5,South,,,Expired,34.02,High Risk
C00704,42093.34,0.0,1.0,56.78,0.0,2.9705882352941178,25.0,West,Pro,Marketplace,Active,51.34,Watchlist
C00706,0.0,0.0,0.0,60.02,0.0,2.9705882352941178,100.0,North,Pro,Inside Sales,Cancelled,58.4,Watchlist
C00707,22113.645699999997,0.0,0.5,45.56,0.0,2.9705882352941178,27.5,East,Pro,,Trial,60.41,Watchlist
C00708,0.0,0.0,0.0,58.22,0.0,2.9705882352941178,75.0,West,Growth,Website,Expired,64.2,Watchlist
C00711,0.0,0.0,1.0,59.99,0.0,3.0,40.0,,Growth,Website,Nan,53.32,Watchlist
C00714,0.0,0.0,0.0,71.17,0.0,2.9705882352941178,75.0,,Pro,Partner,Cancelled,67.44,Watchlist
C00716,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,57.5,,Pro,Partner,Cancelled,54.02,Watchlist
C00719,0.0,0.0,0.0,64.25,0.0,2.9705882352941178,75.0,Central,Basic,,Cancelled,65.71,Watchlist
C00722,0.0,0.0,0.0,62.08,0.0,3.0,25.0,West,Basic,Inside Sales,Trial,82.59,Healthy
C00723,0.0,0.0,0.0,50.61,0.0,4.0,57.5,South,Growth,,Nan,72.4,Healthy
C00727,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,100.0,West,Pro,Partner,Expired,43.4,Watchlist
C00733,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,40.0,East,Basic,,Nan,58.4,Watchlist
C00736,74076.01,24259.03,0.25,40.78,0.0,2.9705882352941178,25.0,Central,Enterprise,Website,Nan,66.09,Watchlist
C00737,0.0,0.0,1.0,51.11,0.0,2.0,25.0,North,Pro,Website,Trial,44.95,Watchlist
C00738,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,100.0,South,Basic,Inside Sales,Expired,43.4,Watchlist
C00743,9177.244999999999,0.0,0.0,60.07,0.0,2.9705882352941178,15.0,East,,Website,Active,79.66,Healthy
C00745,0.0,0.0,0.25,0.0,0.0,2.6666666666666665,40.0,West,Basic,Partner,Nan,47.64,Watchlist
C00747,0.0,73217.22,0.3333333333333333,0.0,0.0,2.0,40.0,,Enterprise,Marketplace,Nan,45.09,Watchlist
C00748,19898.1034,1679.91,0.0,0.0,0.0,2.9705882352941178,42.5,East,Pro,Website,Cancelled,57.77,Watchlist
C00750,0.0,0.0,1.0,35.22,0.0,2.9705882352941178,15.0,East,Basic,Partner,Nan,48.45,Watchlist
C00754,0.0,0.0,0.0,50.22,0.0,2.9705882352941178,100.0,North,Pro,Marketplace,Cancelled,55.95,Watchlist
C00756,0.0,0.0,1.0,44.4,0.0,2.9705882352941178,15.0,,Pro,,Trial,50.75,Watchlist
C00757,0.0,0.0,0.0,44.21,0.0,2.9705882352941178,60.0,North,Pro,Marketplace,Cancelled,64.45,Watchlist
C00758,0.0,0.0,0.0,44.96,0.0,1.0,100.0,East,Enterprise,Marketplace,Expired,49.03,Watchlist
C00763,0.0,0.0,1.0,26.01,0.0,3.0,100.0,,,Partner,Cancelled,29.82,High Risk
C00764,0.0,0.0,0.0,44.72,0.0,2.9705882352941178,100.0,East,Growth,Inside Sales,Cancelled,54.58,Watchlist
C00765,0.0,0.0,0.5,0.0,0.0,1.0,57.5,Central,,Partner,Trial,35.92,High Risk
C00766,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,60.0,South,Pro,Inside Sales,Cancelled,53.4,Watchlist
C00768,0.0,86349.71,0.0,52.2,1.0,2.9705882352941178,40.0,,Growth,Website,Nan,58.95,Watchlist
C00771,0.0,65228.635,0.25,60.62,0.0,2.9705882352941178,25.0,West,Enterprise,Partner,Nan,71.05,Healthy
C00773,0.0,0.0,0.0,48.74,0.0,2.9705882352941178,100.0,West,,Website,Expired,55.58,Watchlist
C00775,0.0,0.0,0.6666666666666666,12.15,0.0,2.9705882352941178,70.0,South,,Partner,Cancelled,37.27,High Risk
C00777,8731.01,0.0,0.0,55.89,0.0,4.0,25.0,South,Enterprise,Inside Sales,Active,81.85,Healthy
C00780,68528.63,0.0,0.0,55.19,0.0,2.9705882352941178,27.5,East,,Marketplace,Active,75.32,Healthy
C00781,0.0,0.0,0.0,38.44,0.0,2.9705882352941178,40.0,North,,,Trial,68.01,Watchlist
C00786,0.0,0.0,0.5,40.08,0.0,2.9705882352941178,70.0,,Pro,Website,Expired,48.42,Watchlist
C00792,0.0,16208.8,0.0,0.0,0.0,5.0,40.0,South,,Partner,Trial,64.72,Watchlist
C00793,3322.67,0.0,0.0,0.0,0.0,1.0,25.0,North,Enterprise,Marketplace,Active,56.54,Watchlist
C00794,0.0,0.0,0.0,69.96,0.0,2.9705882352941178,85.0,,Growth,Inside Sales,Expired,64.64,Watchlist
C00795,441.51820000000004,0.0,0.0,56.62,0.0,2.9705882352941178,25.0,South,Basic,,Active,76.3,Healthy
C00797,0.0,0.0,0.0,0.0,0.0,3.0,40.0,South,,Website,Nan,63.32,Watchlist
C00800,0.0,0.0,0.0,65.92,0.0,2.9705882352941178,75.0,South,Pro,,Expired,66.13,Watchlist
C00803,0.0,0.0,0.0,60.53,0.0,2.9705882352941178,60.0,North,Growth,Inside Sales,Expired,68.53,Watchlist
C00804,57566.72,0.0,0.0,0.0,0.0,2.9705882352941178,15.0,North,Pro,Partner,Active,64.65,Watchlist
C00806,0.0,0.0,0.0,35.12,0.0,2.9705882352941178,85.0,West,Pro,,Expired,55.93,Watchlist
C00809,18700.04,0.0,0.0,55.93,1.0,1.0,40.0,Central,Growth,,Active,54.28,Watchlist
C00810,19609.2411,0.0,0.0,0.0,0.0,2.9705882352941178,40.0,West,Growth,,Active,58.4,Watchlist
C00812,0.0,92743.05,0.5,70.88,0.0,2.9705882352941178,75.0,West,Enterprise,Partner,Expired,54.87,Watchlist
C00817,34447.75,0.0,0.0,52.5,0.0,2.9705882352941178,15.0,East,Basic,Inside Sales,Active,77.77,Healthy
C00818,0.0,0.0,0.0,25.71,0.0,3.0,85.0,North,Basic,,Expired,58.5,Watchlist
C00822,0.0,0.0,0.0,37.07,0.5,2.0,15.0,West,Pro,,Nan,62.69,Watchlist
C00823,0.0,0.0,1.0,0.0,0.0,2.9705882352941178,0.0,West,Enterprise,Website,Trial,43.4,Watchlist
C00825,31370.597999999998,0.0,0.0,46.37,0.0,2.9705882352941178,15.0,West,Pro,Website,Active,76.24,Healthy
C00830,0.0,0.0,0.0,64.72,0.0,2.9705882352941178,40.0,East,Basic,Partner,Nan,74.58,Healthy
C00833,0.0,0.0,0.0,50.54,0.0,2.9705882352941178,15.0,East,Basic,Partner,Nan,77.28,Healthy
C00834,0.0,0.0,0.5,54.37,0.0,3.0,100.0,Central,Growth,Marketplace,Expired,49.41,Watchlist
C00835,32053.4683,0.0,0.0,0.0,0.0,5.0,40.0,,Pro,Website,Active,64.72,Watchlist
C00837,0.0,0.0,1.0,41.97,1.0,2.9705882352941178,15.0,South,Growth,Partner,Trial,37.64,High Risk
C00844,0.0,0.0,0.0,47.26,0.0,2.9705882352941178,100.0,East,,Partner,Cancelled,55.21,Watchlist
C00846,0.0,0.0,0.6666666666666666,64.86,0.0,2.9705882352941178,57.5,,,Inside Sales,Expired,53.57,Watchlist
C00849,22116.043399999995,23538.71,0.0,54.54,0.5,2.5,40.0,West,Basic,Website,Active,61.21,Watchlist
C00853,0.0,0.0,0.0,53.33,0.0,4.0,60.0,North,,Partner,Expired,72.46,Healthy
C00859,0.0,0.0,0.0,70.34,0.0,2.9705882352941178,75.0,Central,Growth,Marketplace,Expired,67.23,Watchlist
C00860,0.0,0.0,0.0,64.94,0.0,5.0,100.0,,Growth,Website,Cancelled,65.96,Watchlist
C00864,0.0,0.0,0.0,20.93,1.0,2.0,40.0,,Enterprise,Marketplace,Nan,46.16,Watchlist
C00866,0.0,0.0,0.0,49.59,0.0,2.9705882352941178,100.0,East,Growth,Inside Sales,Cancelled,55.79,Watchlist
C00869,0.0,0.0,0.0,59.4,0.0,5.0,40.0,West,Growth,Partner,Nan,79.57,Healthy
C00871,0.0,44629.84,0.0,44.02,0.0,2.9705882352941178,27.5,Central,,Partner,Nan,72.53,Healthy
C00873,37574.98,0.0,0.2,49.21,0.0,2.9705882352941178,57.5,South,Basic,Partner,Active,61.32,Watchlist
C00879,35586.0876,0.0,1.0,56.55,0.0,2.9705882352941178,15.0,North,Enterprise,Website,Active,53.78,Watchlist
C00884,0.0,0.0,0.0,44.93,0.0,2.9705882352941178,100.0,East,Pro,Partner,Expired,54.63,Watchlist
C00887,0.0,0.0,0.3333333333333333,65.73,0.0,2.9705882352941178,87.5,Central,Basic,,Expired,54.62,Watchlist
C00890,0.0,63379.5,0.0,84.36,0.0,2.9705882352941178,60.0,,,Marketplace,Trial,74.49,Healthy
C00893,0.0,0.0,0.0,44.71,0.0,2.9705882352941178,100.0,,Enterprise,Marketplace,Expired,54.57,Watchlist
C00894,13896.673599999998,0.0,0.0,60.86,0.0,2.9705882352941178,45.0,,Pro,Marketplace,Cancelled,72.36,Healthy
C00899,27791.25,0.0,0.0,37.22,1.0,2.0,15.0,Central,Basic,Inside Sales,Active,56.48,Watchlist
C00901,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,100.0,South,Basic,Marketplace,Expired,43.4,Watchlist
C00902,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,85.0,South,,Website,Expired,47.15,Watchlist
C00904,0.0,0.0,0.5,84.54,0.0,2.9705882352941178,40.0,Central,,Website,Nan,67.03,Watchlist
C00910,0.0,0.0,0.0,55.11,0.0,2.9705882352941178,100.0,South,Basic,Inside Sales,Cancelled,57.17,Watchlist
C00911,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,100.0,East,Basic,Partner,Cancelled,43.4,Watchlist
C00912,36106.3755,0.0,0.0,48.44,0.0,4.0,15.0,West,,Marketplace,Active,82.49,Healthy
C00914,0.0,0.0,0.0,60.24,0.0,2.9705882352941178,100.0,East,Basic,Inside Sales,Cancelled,58.46,Watchlist
C00915,17513.02,0.0,0.0,66.15,0.0,2.9705882352941178,27.5,North,,Marketplace,Active,78.06,Healthy
C00916,52896.19,0.0,0.0,57.25,0.0,2.9705882352941178,40.0,Central,Basic,Marketplace,Active,72.71,Healthy
C00917,0.0,0.0,0.25,78.21,0.0,2.9705882352941178,100.0,North,Basic,Marketplace,Cancelled,56.7,Watchlist
C00918,0.0,0.0,1.0,57.4,0.0,2.9705882352941178,75.0,,,Inside Sales,Cancelled,39.0,High Risk
C00921,21991.932,0.0,0.0,67.62,0.0,4.0,40.0,West,Enterprise,,Active,81.03,Healthy
C00922,0.0,0.0,0.0,31.85,0.5,1.0,100.0,Central,,Inside Sales,Expired,39.51,High Risk
C00925,0.0,119100.16,0.5,69.91,1.0,3.0,100.0,Central,Growth,Inside Sales,Expired,40.8,Watchlist
C00927,65050.99,0.0,0.0,55.61,0.0,2.9705882352941178,40.0,West,Pro,Marketplace,Active,72.3,Healthy
C00935,1676.142,0.0,0.0,51.86,0.0,2.9705882352941178,0.0,,Growth,Website,Active,81.36,Healthy
C00937,0.0,0.0,0.5,69.06,0.0,2.9705882352941178,75.0,Central,Growth,,Expired,54.41,Watchlist
C00943,0.0,14334.93,0.0,32.87,0.0,2.9705882352941178,40.0,North,Growth,,Trial,66.61,Watchlist
C00945,0.0,0.0,0.5,0.0,0.0,2.9705882352941178,15.0,North,,Inside Sales,Nan,52.15,Watchlist
C00946,0.0,0.0,0.0,50.89,0.5,4.0,100.0,North,Basic,Inside Sales,Expired,55.6,Watchlist
C00952,0.0,12286.58,0.2,0.0,0.0,5.0,71.67,,Enterprise,Inside Sales,Expired,51.81,Watchlist
C00955,0.0,0.0,0.0,48.95,0.0,2.9705882352941178,15.0,South,Growth,Partner,Nan,76.88,Healthy
C00957,0.0,0.0,0.0,59.48,0.5,3.0,25.0,South,,Partner,Nan,75.69,Healthy
C00958,0.0,0.0,1.0,11.22,0.0,5.0,100.0,,Growth,,Cancelled,27.53,High Risk
C00961,0.0,110829.85,0.3333333333333333,54.45,0.0,2.9705882352941178,75.0,North,Basic,Website,Expired,54.92,Watchlist
C00962,0.0,0.0,0.0,45.69,0.0,2.9705882352941178,75.0,North,,Marketplace,Cancelled,61.07,Watchlist
C00963,0.0,30224.57,0.0,51.66,0.0,2.9705882352941178,70.0,South,Pro,Partner,Expired,63.81,Watchlist
C00965,0.0,0.0,0.0,54.75,0.0,2.9705882352941178,15.0,South,Basic,Website,Trial,78.33,Healthy
C00966,21846.112299999997,85351.47,0.0,53.82,0.0,2.9705882352941178,15.0,,Growth,,Active,78.1,Healthy
C00967,0.0,0.0,1.0,74.28,0.0,2.9705882352941178,12.5,East,,Partner,Trial,58.84,Watchlist
C00968,8763.7176,0.0,1.0,57.06,0.0,2.9705882352941178,40.0,,Basic,Inside Sales,Active,47.66,Watchlist
C00969,23585.49,0.0,0.0,35.42,0.6666666666666666,3.6666666666666665,40.0,South,Growth,Website,Active,64.34,Watchlist
C00980,0.0,26228.37,0.0,73.07,0.0,2.9705882352941178,40.0,South,Growth,,Nan,76.66,Healthy
C00981,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,75.0,North,Enterprise,Partner,Expired,49.65,Watchlist
C00988,0.0,43178.08,0.5,0.0,1.0,1.0,72.5,West,Pro,Website,Cancelled,19.67,High Risk
C00992,0.0,99756.51,0.0,47.7,0.0,2.9705882352941178,40.0,,Growth,Website,Trial,70.32,Healthy
C01000,36999.131400000006,0.0,0.0,65.72,0.0,2.9705882352941178,15.0,,Enterprise,Website,Active,81.08,Healthy
C01001,22972.5531,0.0,0.0,46.24,0.0,2.9705882352941178,15.0,West,,Inside Sales,Active,76.21,Healthy
C01003,0.0,0.0,0.0,52.76,0.0,1.0,25.0,West,Pro,Website,Nan,69.73,Watchlist
C01008,0.0,0.0,0.5,61.91,0.0,2.9705882352941178,60.0,East,Basic,Partner,Expired,56.37,Watchlist
C01009,35729.5458,0.0,0.3333333333333333,58.03,0.0,2.9705882352941178,70.0,West,Pro,Website,Active,57.07,Watchlist
C01011,41230.61380000001,0.0,0.0,60.33,0.0,2.9705882352941178,15.0,East,,Website,Active,79.73,Healthy
C01012,0.0,57106.73,0.0,68.15,0.0,2.9705882352941178,100.0,Central,Growth,Partner,Expired,60.43,Watchlist
C01013,28770.423,0.0,0.2,54.22,0.0,2.9705882352941178,42.5,West,Basic,Partner,Cancelled,66.33,Watchlist
C01017,0.0,0.0,0.0,45.54,0.0,2.9705882352941178,100.0,North,Growth,Website,Expired,54.78,Watchlist
C01018,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,100.0,,,Marketplace,Cancelled,43.4,Watchlist
C01019,0.0,0.0,0.5,53.91,0.0,2.9705882352941178,100.0,Central,Enterprise,Partner,Expired,44.37,Watchlist
C01023,5703.34,0.0,0.0,50.01,0.0,2.9705882352941178,70.0,Central,Basic,,Expired,63.4,Watchlist
C01026,0.0,0.0,0.0,62.45,0.0,2.9705882352941178,25.0,South,Enterprise,Marketplace,Trial,77.76,Healthy
C01032,0.0,0.0,0.0,35.74,0.5,2.5,75.0,East,Basic,Partner,Cancelled,47.76,Watchlist
C01039,0.0,0.0,0.0,45.49,1.0,5.0,75.0,West,Pro,Marketplace,Cancelled,54.85,Watchlist
C01043,0.0,0.0,0.0,43.85,1.0,3.0,40.0,South,Enterprise,Inside Sales,Nan,61.78,Watchlist
C01045,0.0,54410.955,0.0,57.29,0.0,2.0,0.0,North,Pro,,Trial,77.75,Healthy
C01049,62232.66,0.0,0.0,47.99,0.0,2.9705882352941178,70.0,South,,,Active,62.89,Watchlist
C01055,0.0,0.0,0.0,61.23,0.0,2.9705882352941178,40.0,Central,Enterprise,,Nan,73.7,Healthy
C01056,0.0,102300.85,0.0,60.11,0.0,2.9705882352941178,15.0,South,Growth,Partner,Nan,79.67,Healthy
C01057,0.0,0.0,0.0,55.44,1.0,3.0,70.0,Central,Basic,Marketplace,Trial,57.18,Watchlist
C01058,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,15.0,South,Basic,Marketplace,Nan,64.65,Watchlist
C01068,0.0,22009.28,0.0,38.48,0.0,2.9705882352941178,40.0,,,Website,Trial,68.02,Watchlist
C01069,0.0,0.0,0.0,51.4,0.0,2.9705882352941178,100.0,Central,Enterprise,Marketplace,Cancelled,56.25,Watchlist
C01071,0.0,6713.33,0.5,57.74,0.0,5.0,40.0,,,Marketplace,Nan,66.66,Watchlist
C01075,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,100.0,West,Basic,Marketplace,Expired,43.4,Watchlist
C01077,0.0,0.0,0.0,30.25,0.0,2.9705882352941178,40.0,East,Enterprise,Partner,Trial,65.96,Watchlist
C01080,0.0,0.0,0.0,60.41,0.0,2.9705882352941178,100.0,Central,Pro,Website,Cancelled,58.5,Watchlist
C01083,0.0,0.0,1.0,22.47,0.0,2.9705882352941178,75.0,West,Pro,Partner,Cancelled,30.26,High Risk
C01088,0.0,0.0,0.0,73.97,0.0,2.9705882352941178,100.0,,Growth,Website,Expired,61.89,Watchlist
C01093,12130.28,0.0,0.0,58.69,0.0,3.0,27.5,,Growth,,Trial,81.12,Healthy
C01095,0.0,0.0,0.0,55.28,0.0,2.9705882352941178,85.0,Central,Pro,Inside Sales,Cancelled,60.97,Watchlist
C01098,0.0,69525.7,0.0,38.37,0.0,2.9705882352941178,40.0,,Enterprise,,Nan,67.99,Watchlist
C01099,0.0,0.0,0.5,29.92,0.0,4.0,100.0,Central,,Inside Sales,Expired,44.11,Watchlist
C01102,0.0,19405.57,0.0,32.88,0.0,2.9705882352941178,75.0,West,Enterprise,Website,Expired,57.87,Watchlist
C01103,0.0,67570.09,0.0,22.08,0.0,2.9705882352941178,15.0,North,Growth,Website,Trial,70.17,Healthy
C01105,18390.390400000004,0.0,0.3333333333333333,49.19,0.0,2.9705882352941178,57.5,South,Growth,Website,Active,57.98,Watchlist
C01106,0.0,41740.34,0.0,58.98,1.0,3.0,40.0,North,,Inside Sales,Trial,65.57,Watchlist
C01108,76351.68,0.0,0.0,52.89,0.0,1.0,15.0,East,Basic,Partner,Active,72.27,Healthy
C01111,0.0,63628.58,0.0,64.17,0.0,2.9705882352941178,40.0,West,Growth,Inside Sales,Trial,74.44,Healthy
C01116,0.0,0.0,0.0,36.69,0.0,2.9705882352941178,0.0,,,Inside Sales,Trial,77.57,Healthy
C01121,0.0,0.0,0.0,0.0,0.0,5.0,100.0,,Basic,Inside Sales,Expired,49.72,Watchlist
C01122,0.0,0.0,0.0,0.0,0.0,3.0,60.0,North,Basic,Inside Sales,Expired,58.32,Watchlist
C01126,0.0,0.0,0.0,29.82,0.0,2.9705882352941178,40.0,North,,Marketplace,Nan,65.85,Watchlist
C01127,36000.717300000004,0.0,0.3333333333333333,0.0,0.0,2.9705882352941178,27.5,East,Basic,Marketplace,Active,53.19,Watchlist
C01131,0.0,41711.64,0.0,0.0,0.0,2.9705882352941178,100.0,Central,,,Cancelled,43.4,Watchlist
C01132,0.0,0.0,0.0,30.6,0.0,2.9705882352941178,100.0,South,Growth,Marketplace,Expired,51.05,Watchlist
C01135,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,40.0,East,,Website,Trial,58.4,Watchlist
C01137,0.0,0.0,0.0,0.0,0.0,2.5,25.0,Central,,,Nan,57.57,Watchlist
C01140,0.0,0.0,0.0,42.29,1.0,5.0,40.0,South,Growth,Partner,Nan,62.8,Watchlist
C01143,61343.25,0.0,0.0,35.22,0.0,2.9705882352941178,40.0,Central,Pro,Website,Active,67.2,Watchlist
C01145,0.0,0.0,0.0,37.28,0.0,2.9705882352941178,60.0,North,Pro,Website,Expired,62.72,Watchlist
C01150,59757.456900000005,0.0,0.0,27.39,0.0,2.9705882352941178,25.0,South,Basic,Website,Active,68.99,Watchlist
C01151,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,57.5,East,Pro,Inside Sales,Trial,54.02,Watchlist
C01154,0.0,96909.53,0.0,63.26,0.0,2.9705882352941178,100.0,South,Growth,Inside Sales,Expired,59.21,Watchlist
C01155,0.0,106793.87,0.0,37.55,0.0,2.0,40.0,North,,,Active,62.81,Watchlist
C01158,62226.49,0.0,0.0,57.29,0.0,1.0,70.0,East,Pro,,Expired,59.62,Watchlist
C01162,0.0,0.0,0.0,0.0,0.0,2.9705882352941178,25.0,West,Basic,,Nan,62.15,Watchlist
C01164,0.0,0.0,0.6,18.29,0.0,2.9705882352941178,71.67,Central,Basic,,Trial,40.05,Watchlist
C01165,0.0,0.0,1.0,0.0,0.0,2.9705882352941178,85.0,South,Growth,Website,Expired,22.15,High Risk
C01167,0.0,36903.34,0.5,55.53,0.0,2.9705882352941178,27.5,South,Basic,Marketplace,Trial,62.9,Watchlist
C01169,0.0,0.0,0.0,31.76,0.0,2.9705882352941178,100.0,South,,Partner,Expired,51.34,Watchlist
C01176,42498.88,0.0,0.25,28.64,0.0,2.9705882352941178,15.0,South,Basic,Website,Trial,65.56,Watchlist
C01178,6631.4304,0.0,0.5,40.58,0.0,2.9705882352941178,33.75,West,Basic,Partner,Trial,57.6,Watchlist
C01179,0.0,0.0,0.0,67.22,0.0,2.9705882352941178,40.0,Central,Enterprise,,Active,75.2,Healthy
C01181,0.0,0.0,0.0,52.65,0.0,2.0,75.0,South,Pro,Marketplace,Expired,57.84,Watchlist
C01183,56478.811,48170.21,0.0,47.68,0.0,2.0,40.0,,Enterprise,Website,Active,65.35,Watchlist
C01186,16306.266500000003,0.0,0.5,47.27,0.0,2.9705882352941178,27.5,Central,Basic,Inside Sales,Active,60.84,Watchlist
C01190,0.0,0.0,0.5,52.19,0.0,2.9705882352941178,100.0,East,Enterprise,Partner,Expired,43.94,Watchlist
C01192,0.0,0.0,0.0,39.06,0.0,2.9705882352941178,100.0,South,Enterprise,,Cancelled,53.16,Watchlist
