usage_id,customer_id,usage_date,login_count,active_minutes,feature_clicks,reports_created,data_exports,seat_count,record_status,status_reason
U0000532,C00286,2024-02-11,1.0,935.0,135,41,7,100.0,INVALID,Usage record references customer not in subscriptions
U0000533,C01292,2024-07-05,42.0,1119.0,77,63,35,10.0,INVALID,Usage record references customer not in subscriptions
U0000534,C00018,2024-07-23,32.0,,76,32,12,,INVALID,Usage record references customer not in subscriptions
U0000535,C01766,2025-09-30,24.0,75.0,445,23,54,2.0,INVALID,Usage record references customer not in subscriptions
U0000536,C01689,2025-08-25,56.0,199.0,576,8,51,1.0,VALID,No issues detected
U0000537,C01286,2024-11-24,59.0,,178,61,44,,VALID,No issues detected
U0000538,C01077,2024-08-11,31.0,168.0,806,15,73,1.0,VALID,No issues detected
U0000539,C01718,2025-09-28,29.0,1880.0,894,25,87,5.0,INVALID,Usage record references customer not in subscriptions
U0000540,C01787,2025-09-10,11.0,1144.0,865,49,44,100.0,VALID,No issues detected
U0000541,C01788,2025-06-04,24.0,1220.0,85,51,41,10.0,VALID,No issues detected
U0000542,C00243,2024-04-25,14.0,779.0,170,6,66,1.0,INVALID,Usage record references customer not in subscriptions
U0000543,C00438,2025-06-18,55.0,1463.0,46,80,95,10.0,INVALID,Usage record references customer not in subscriptions
U0000544,C01169,2025-05-15,20.0,583.0,508,10,52,500.0,VALID,No issues detected
U0000545,C00090,2024-05-18,-18.0,171.0,631,25,51,50.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0000546,C00238,2025-08-22,56.0,906.0,867,34,6,100.0,VALID,No issues detected
U0000547,C00225,2025-06-08,24.0,1528.0,982,31,95,50.0,VALID,No issues detected
U0000548,C01550,2024-01-05,11.0,1090.0,634,60,85,100.0,INVALID,Usage record references customer not in subscriptions
U0000549,C01408,2025-02-14,30.0,487.0,737,0,7,20.0,INVALID,Usage record references customer not in subscriptions
U0000550,C00720,2024-10-12,13.0,889.0,360,39,51,50.0,INVALID,Usage record references customer not in subscriptions
U0000551,C01783,2025-01-12,,1508.0,981,13,85,1.0,INVALID,Usage record references customer not in subscriptions
U0000552,C01418,2024-09-28,53.0,9.0,285,6,11,50.0,VALID,No issues detected
U0000553,C01236,2024-03-06,-21.0,1035.0,413,68,16,100.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0000554,C00317,2024-12-22,22.0,501.0,893,61,53,500.0,INVALID,Usage record references customer not in subscriptions
U0000555,C01752,2024-04-08,4.0,350.0,823,73,93,500.0,VALID,No issues detected
U0000556,C00010,2025-01-08,37.0,1404.0,944,5,59,2.0,VALID,No issues detected
U0000557,C00746,2024-01-24,49.0,80.0,809,72,15,1.0,INVALID,Usage record references customer not in subscriptions
U0000558,C00707,2025-09-10,44.0,1231.0,246,40,21,2.0,VALID,No issues detected
U0000559,C00530,2026-01-17,46.0,1723.0,743,57,75,20.0,VALID,No issues detected
U0000560,C01232,2025-02-19,11.0,506.0,661,68,40,5.0,INVALID,Usage record references customer not in subscriptions
U0000561,C00943,2025-04-29,26.0,158.0,55,48,54,-5.0,VALID,No issues detected
,C01440,2025-05-04,16.0,574.0,311,61,45,50.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0000563,C01567,2024-12-03,0.0,,544,56,13,50.0,INVALID,Usage record references customer not in subscriptions
U0000564,C00043,2024-01-14,20.0,1956.0,598,63,17,1.0,VALID,No issues detected
U0000565,C00828,2024-07-04,53.0,,190,75,53,20.0,INVALID,Usage record references customer not in subscriptions
U0000566,C01576,2024-09-16,47.0,68.0,413,27,53,20.0,VALID,No issues detected
U0000567,C01409,2025-09-22,19.0,1516.0,839,45,46,20.0,VALID,No issues detected
U0000568,C00418,2024-12-31,-45.0,1093.0,802,22,64,1.0,INVALID,Negative login_count
U0000569,C00277,2024-06-10,49.0,,887,35,94,-5.0,VALID,No issues detected
U0000570,C00119,2024-09-19,54.0,,990,18,56,500.0,VALID,No issues detected
U0000571,C01646,2025-01-04,57.0,557.0,707,26,84,2.0,VALID,No issues detected
U0000572,C00579,2025-06-25,51.0,1981.0,55,11,99,1.0,VALID,No issues detected
U0000573,C00124,2025-03-03,59.0,126.0,22,32,68,1.0,INVALID,Usage record references customer not in subscriptions
U0000574,C00045,2024-06-07,14.0,738.0,889,73,80,50.0,INVALID,Usage record references customer not in subscriptions
U0000575,C00218,2024-08-14,45.0,1820.0,899,62,8,100.0,INVALID,Usage record references customer not in subscriptions
U0000576,C00383,2025-02-16,54.0,1324.0,393,49,78,20.0,VALID,No issues detected
U0000577,C01252,2024-02-14,27.0,,791,65,81,5.0,INVALID,Usage record references customer not in subscriptions
U0000578,C01229,2024-03-19,50.0,-178.0,516,19,20,50.0,INVALID,Negative active_minutes
U0000579,C00947,2024-08-11,57.0,1672.0,827,70,7,2.0,INVALID,Usage record references customer not in subscriptions
U0000580,C01325,2024-11-06,31.0,598.0,444,36,61,100.0,VALID,No issues detected
U0000581,C00336,2025-09-12,30.0,462.0,832,10,65,,VALID,No issues detected
U0000582,C00278,2026-01-18,22.0,1682.0,224,29,74,20.0,INVALID,Usage record references customer not in subscriptions
U0000583,C00570,2024-04-13,49.0,,631,35,55,1.0,INVALID,Usage record references customer not in subscriptions
U0000584,C01202,2025-07-11,36.0,1786.0,803,36,26,5.0,INVALID,Usage record references customer not in subscriptions
U0000585,C00283,2024-02-18,43.0,-173.0,315,26,83,-5.0,INVALID,Negative active_minutes
U0000586,C00283,2024-05-03,33.0,-391.0,784,23,59,1.0,INVALID,Negative active_minutes
U0000587,C00623,2025-10-21,17.0,178.0,312,75,68,20.0,INVALID,Usage record references customer not in subscriptions
U0000588,C00247,2025-03-27,4.0,1276.0,111,29,30,50.0,INVALID,Usage record references customer not in subscriptions
U0000589,C00138,2024-11-30,60.0,,238,41,46,10.0,VALID,No issues detected
U0000590,C01220,2025-12-22,0.0,-481.0,214,65,43,10.0,INVALID,Usage record references customer not in subscriptions; Negative active_minutes
U0000591,C01070,2025-10-26,16.0,767.0,786,66,48,,INVALID,Usage record references customer not in subscriptions
U0000592,C00534,2025-08-10,,11.0,827,15,77,10.0,VALID,No issues detected
U0000593,C01084,2024-11-29,18.0,1517.0,310,22,11,,INVALID,Usage record references customer not in subscriptions
U0000594,C00607,2024-03-12,,1536.0,474,65,23,,INVALID,Usage record references customer not in subscriptions
U0000595,C00383,2024-07-09,5.0,489.0,95,1,79,-5.0,VALID,No issues detected
U0000596,C01528,2025-11-05,59.0,1253.0,40,69,86,-5.0,VALID,No issues detected
U0000597,C00303,2024-09-01,27.0,274.0,767,60,77,50.0,INVALID,Usage record references customer not in subscriptions
U0000598,C01339,2024-08-09,,786.0,835,14,33,500.0,INVALID,Usage record references customer not in subscriptions
U0000599,C01114,2024-12-03,36.0,425.0,741,72,31,500.0,INVALID,Usage record references customer not in subscriptions
U0000600,C01776,2024-08-30,9.0,797.0,967,6,11,,INVALID,Usage record references customer not in subscriptions
U0000601,C01049,2025-06-13,24.0,600.0,684,30,77,100.0,VALID,No issues detected
U0000602,C00660,2025-12-01,0.0,449.0,606,69,96,100.0,VALID,No issues detected
U0000603,C00791,2024-12-17,8.0,1679.0,26,16,27,500.0,INVALID,Usage record references customer not in subscriptions
U0000604,C01463,2024-11-05,41.0,787.0,987,14,56,1.0,VALID,No issues detected
U0000605,C01310,2024-10-23,48.0,733.0,142,24,32,,INVALID,Usage record references customer not in subscriptions
U0000606,C00473,2025-08-06,36.0,776.0,538,49,46,2.0,INVALID,Usage record references customer not in subscriptions
U0000607,C00470,2024-07-24,,1066.0,311,35,94,20.0,VALID,No issues detected
U0000608,C00463,2025-02-23,5.0,1681.0,600,13,97,5.0,VALID,No issues detected
U0000609,C00174,2025-10-07,53.0,1702.0,356,50,45,5.0,VALID,No issues detected
U0000610,C01181,2025-07-05,,517.0,726,0,35,1.0,VALID,No issues detected
U0000611,C00246,2024-05-15,58.0,1623.0,493,21,21,-5.0,INVALID,Usage record references customer not in subscriptions
,C01025,2024-10-11,16.0,844.0,762,6,73,100.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0000613,C00576,2024-02-21,25.0,629.0,377,16,99,5.0,VALID,No issues detected
U0000614,C01733,2024-03-15,11.0,1866.0,53,25,86,10.0,INVALID,Usage record references customer not in subscriptions
U0000615,C01792,2024-05-27,6.0,1984.0,134,45,80,2.0,VALID,No issues detected
U0000616,C01492,2025-01-11,41.0,,854,10,38,2.0,INVALID,Usage record references customer not in subscriptions
U0000617,C01339,2025-02-15,34.0,883.0,690,59,10,100.0,INVALID,Usage record references customer not in subscriptions
U0000618,C00859,2024-04-24,33.0,1734.0,1000,37,76,,VALID,No issues detected
U0000619,C01139,2024-02-16,26.0,,849,23,82,1.0,INVALID,Usage record references customer not in subscriptions
U0000620,C00568,2025-12-22,,1358.0,607,55,22,100.0,VALID,No issues detected
U0000621,C00767,2024-04-12,34.0,477.0,811,29,100,,INVALID,Usage record references customer not in subscriptions
U0000622,C00967,2025-03-14,55.0,1664.0,890,58,70,100.0,VALID,No issues detected
U0000623,C00098,2024-09-12,59.0,1090.0,531,23,43,-5.0,VALID,No issues detected
U0000624,C00593,2024-03-19,27.0,439.0,703,51,62,,VALID,No issues detected
U0000625,C00121,2024-07-04,41.0,1078.0,367,26,95,100.0,INVALID,Usage record references customer not in subscriptions
U0000626,C01279,2024-06-02,39.0,,991,2,18,500.0,VALID,No issues detected
,C01606,2025-07-04,60.0,1768.0,598,76,49,2.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0000628,C00018,2025-07-11,37.0,1974.0,80,70,48,2.0,INVALID,Usage record references customer not in subscriptions
U0000629,C00368,2024-09-20,0.0,923.0,593,52,58,10.0,INVALID,Usage record references customer not in subscriptions
U0000630,C00215,2024-02-10,42.0,1911.0,45,64,3,100.0,VALID,No issues detected
U0000631,C00961,2025-11-26,55.0,1646.0,464,74,90,50.0,VALID,No issues detected
U0000632,C00352,2024-09-11,49.0,,180,77,87,,VALID,No issues detected
U0000633,C00487,2025-03-22,43.0,1358.0,658,75,5,,INVALID,Usage record references customer not in subscriptions
U0000634,C00715,2025-05-08,10.0,249.0,258,34,5,2.0,INVALID,Usage record references customer not in subscriptions
U0000635,C01382,2024-06-09,49.0,1052.0,884,80,20,-5.0,INVALID,Usage record references customer not in subscriptions
U0000636,C00871,2025-01-19,0.0,1652.0,738,41,66,20.0,VALID,No issues detected
U0000637,C00107,2025-11-25,5.0,1465.0,892,15,6,10.0,INVALID,Usage record references customer not in subscriptions
U0000638,C00910,2024-10-07,9.0,1528.0,461,60,9,,VALID,No issues detected
U0000639,C00668,2025-05-12,-53.0,930.0,379,52,20,100.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0000640,C01626,2024-10-11,13.0,1406.0,353,60,6,10.0,INVALID,Usage record references customer not in subscriptions
,C00140,2024-01-03,2.0,1639.0,605,74,90,,INVALID,Missing usage_id
U0000642,C01313,2025-01-29,-34.0,209.0,689,70,16,50.0,INVALID,Negative login_count
U0000643,C01345,2024-11-06,30.0,951.0,892,9,77,100.0,INVALID,Usage record references customer not in subscriptions
U0000644,C00581,2024-03-26,57.0,105.0,53,61,26,20.0,VALID,No issues detected
U0000645,C01546,2024-06-22,4.0,1973.0,511,34,9,,INVALID,Usage record references customer not in subscriptions
,C00536,2025-06-14,34.0,1021.0,938,42,40,100.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0000647,C00614,2025-05-14,42.0,140.0,86,58,66,5.0,INVALID,Usage record references customer not in subscriptions
U0000648,C00580,2025-06-12,10.0,765.0,679,52,20,50.0,VALID,No issues detected
U0000649,C01339,2025-06-08,7.0,1290.0,363,62,70,1.0,INVALID,Usage record references customer not in subscriptions
U0000650,C01042,2024-05-17,40.0,769.0,555,28,63,50.0,INVALID,Usage record references customer not in subscriptions
U0000651,C00555,2025-03-21,32.0,499.0,130,37,81,-5.0,VALID,No issues detected
U0000652,C01037,2025-09-24,26.0,1327.0,39,50,48,5.0,INVALID,Usage record references customer not in subscriptions
U0000653,C00365,2024-09-18,41.0,1253.0,865,80,4,,INVALID,Usage record references customer not in subscriptions
,C00583,2025-01-17,17.0,192.0,495,9,73,1.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0000655,,2025-03-21,3.0,1827.0,844,4,30,10.0,INVALID,Missing customer_id on usage record
U0000656,C00315,2026-01-13,42.0,1980.0,439,53,13,50.0,VALID,No issues detected
U0000657,C00719,2025-09-05,14.0,383.0,811,39,43,10.0,VALID,No issues detected
U0000658,C00005,2024-10-01,42.0,852.0,466,61,14,2.0,INVALID,Usage record references customer not in subscriptions
U0000659,C01761,2024-10-21,13.0,523.0,646,39,51,100.0,INVALID,Usage record references customer not in subscriptions
U0000660,C01028,2025-06-21,6.0,,496,10,63,1.0,INVALID,Usage record references customer not in subscriptions
U0000661,C01790,2024-07-26,38.0,678.0,785,71,26,2.0,VALID,No issues detected
U0000662,C01070,2024-03-23,27.0,1984.0,540,51,95,50.0,INVALID,Usage record references customer not in subscriptions
U0000663,C01186,2024-11-30,23.0,1164.0,527,17,12,,VALID,No issues detected
U0000664,C01095,2025-05-31,,1019.0,676,11,45,1.0,VALID,No issues detected
U0000665,C00192,2024-01-18,57.0,1343.0,255,25,59,2.0,INVALID,Usage record references customer not in subscriptions
U0000666,C00496,2025-06-23,22.0,1885.0,834,69,60,2.0,INVALID,Usage record references customer not in subscriptions
U0000667,C00477,2025-10-18,50.0,1016.0,3,46,75,50.0,VALID,No issues detected
U0000668,C00986,2025-06-08,31.0,185.0,620,46,77,20.0,INVALID,Usage record references customer not in subscriptions
U0000669,C01000,2024-06-01,50.0,1271.0,478,22,97,5.0,VALID,No issues detected
U0000670,C01717,2024-07-29,47.0,106.0,347,69,68,5.0,VALID,No issues detected
U0000671,C00073,2024-12-02,44.0,1019.0,779,21,99,100.0,INVALID,Usage record references customer not in subscriptions
U0000672,C00157,2024-12-06,58.0,469.0,268,10,57,20.0,INVALID,Usage record references customer not in subscriptions
U0000673,C00081,2025-09-02,,214.0,450,71,81,,INVALID,Usage record references customer not in subscriptions
U0000674,C00025,2025-09-18,10.0,1225.0,550,59,96,-5.0,INVALID,Usage record references customer not in subscriptions
U0000675,C00064,2024-05-21,9.0,-458.0,884,20,10,500.0,INVALID,Usage record references customer not in subscriptions; Negative active_minutes
,C01316,2024-08-07,,448.0,452,16,39,1.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0000677,C00468,2025-05-31,21.0,409.0,587,61,79,5.0,VALID,No issues detected
U0000678,C01160,2025-07-24,17.0,1529.0,333,76,68,5.0,INVALID,Usage record references customer not in subscriptions
U0000679,C01655,2025-06-10,43.0,1440.0,801,60,35,2.0,INVALID,Usage record references customer not in subscriptions
U0000680,C01265,2025-06-09,2.0,1687.0,867,4,47,50.0,VALID,No issues detected
U0000681,C01415,2024-09-28,,1131.0,690,38,45,10.0,VALID,No issues detected
U0000682,C00424,2024-05-08,21.0,57.0,337,49,7,1.0,VALID,No issues detected
U0000683,C00217,2025-09-10,25.0,197.0,454,0,60,-5.0,INVALID,Usage record references customer not in subscriptions
U0000684,C01771,2024-08-16,21.0,620.0,990,71,73,50.0,INVALID,Usage record references customer not in subscriptions
U0000685,C01100,2025-11-19,23.0,1288.0,584,41,54,100.0,INVALID,Usage record references customer not in subscriptions
U0000686,C00076,2025-06-30,14.0,587.0,642,28,100,-5.0,INVALID,Usage record references customer not in subscriptions
U0000687,C01057,2024-06-08,53.0,44.0,463,62,11,50.0,VALID,No issues detected
U0000688,C00825,2024-11-22,24.0,-25.0,434,30,80,5.0,INVALID,Negative active_minutes
U0000689,C01134,2024-01-05,46.0,587.0,847,30,91,1.0,INVALID,Usage record references customer not in subscriptions
U0000690,C00358,2024-08-13,28.0,851.0,695,6,34,20.0,INVALID,Usage record references customer not in subscriptions
U0000691,C01092,2026-01-24,23.0,1220.0,56,34,89,-5.0,INVALID,Usage record references customer not in subscriptions
U0000692,C01488,2024-04-13,33.0,1479.0,144,42,45,-5.0,INVALID,Usage record references customer not in subscriptions
,C01630,2024-06-21,35.0,1913.0,280,31,93,500.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0000694,C00554,2025-12-15,43.0,854.0,597,16,2,10.0,INVALID,Usage record references customer not in subscriptions
U0000695,C00058,2025-05-10,,1002.0,458,16,68,20.0,INVALID,Usage record references customer not in subscriptions
U0000696,C00755,2025-04-27,26.0,1145.0,511,63,22,100.0,INVALID,Usage record references customer not in subscriptions
U0000697,C01281,2025-01-11,37.0,1025.0,890,64,17,50.0,INVALID,Usage record references customer not in subscriptions
U0000698,C01505,2025-01-10,51.0,1441.0,993,19,60,5.0,VALID,No issues detected
U0000699,C00143,2024-05-01,38.0,1006.0,892,0,95,5.0,VALID,No issues detected
U0000700,C01416,2024-03-25,15.0,1149.0,926,66,98,50.0,INVALID,Usage record references customer not in subscriptions
U0000701,C00692,2025-03-13,55.0,519.0,724,41,4,1.0,INVALID,Usage record references customer not in subscriptions
U0000702,C00934,2024-12-04,57.0,,720,38,57,5.0,INVALID,Usage record references customer not in subscriptions
U0000703,C00272,2025-08-02,18.0,1629.0,428,2,62,-5.0,VALID,No issues detected
U0000704,C01360,2025-09-13,26.0,1519.0,331,33,43,100.0,INVALID,Usage record references customer not in subscriptions
U0000705,C00968,2024-08-03,44.0,1516.0,515,16,90,-5.0,VALID,No issues detected
U0000706,C01387,2024-09-25,29.0,1857.0,909,19,4,20.0,VALID,No issues detected
U0000707,C00424,2024-02-07,45.0,1198.0,670,13,94,1.0,VALID,No issues detected
U0000708,C01288,2024-02-15,50.0,1698.0,644,35,100,,VALID,No issues detected
U0000709,C01461,2025-10-02,24.0,947.0,558,66,100,2.0,INVALID,Usage record references customer not in subscriptions
U0000710,C00257,2024-05-03,8.0,1942.0,222,10,58,-5.0,VALID,No issues detected
U0000711,C01181,2025-12-03,41.0,930.0,923,51,62,5.0,VALID,No issues detected
U0000712,C00329,2025-07-07,40.0,1160.0,430,42,83,100.0,VALID,No issues detected
U0000713,C00666,2026-01-10,43.0,1642.0,604,79,47,100.0,INVALID,Usage record references customer not in subscriptions
U0000714,C00625,2024-09-22,19.0,1003.0,808,69,61,1.0,VALID,No issues detected
U0000715,C01229,2024-01-20,56.0,25.0,796,20,88,,VALID,No issues detected
U0000716,C00796,2026-01-15,14.0,1196.0,990,71,82,5.0,INVALID,Usage record references customer not in subscriptions
U0000717,C01023,2024-08-22,39.0,,325,77,9,1.0,VALID,No issues detected
U0000718,C00366,2025-05-13,,,5,8,75,-5.0,VALID,No issues detected
U0000719,C01568,2024-09-01,60.0,1804.0,598,77,31,20.0,VALID,No issues detected
U0000720,C00113,2024-05-24,21.0,1140.0,860,26,31,10.0,INVALID,Usage record references customer not in subscriptions
U0000721,C01352,2025-09-04,39.0,1037.0,892,12,3,20.0,INVALID,Usage record references customer not in subscriptions
U0000722,C01224,2024-08-25,30.0,,10,53,42,50.0,INVALID,Usage record references customer not in subscriptions
U0000723,C01286,2025-04-25,56.0,556.0,351,10,58,1.0,VALID,No issues detected
U0000724,C01250,2025-08-09,,1211.0,56,13,2,50.0,INVALID,Usage record references customer not in subscriptions
U0000725,C00607,2026-01-02,54.0,111.0,643,18,52,50.0,INVALID,Usage record references customer not in subscriptions
U0000726,C00590,2025-11-20,2.0,1303.0,873,17,29,1.0,VALID,No issues detected
U0000727,C00419,2024-06-02,56.0,1241.0,773,64,18,5.0,INVALID,Usage record references customer not in subscriptions
U0000728,C01619,2025-05-20,55.0,287.0,52,77,26,100.0,INVALID,Usage record references customer not in subscriptions
,C99999,2024-10-31,8.0,459.0,298,74,40,-5.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0000730,C01240,2024-06-11,42.0,1992.0,45,41,50,,VALID,No issues detected
U0000731,C00351,2024-11-27,25.0,355.0,389,24,36,1.0,INVALID,Usage record references customer not in subscriptions
U0000732,C00278,2024-11-20,,-186.0,637,7,50,2.0,INVALID,Usage record references customer not in subscriptions; Negative active_minutes
U0000733,C01073,2025-03-27,5.0,73.0,996,47,23,50.0,INVALID,Usage record references customer not in subscriptions
U0000734,C01455,2025-07-17,33.0,926.0,787,38,11,-5.0,VALID,No issues detected
U0000735,C01699,2024-06-15,22.0,1637.0,447,30,25,50.0,VALID,No issues detected
U0000736,C00280,2024-04-30,,,225,43,34,20.0,VALID,No issues detected
U0000737,C00645,2024-02-14,45.0,255.0,130,76,11,2.0,INVALID,Usage record references customer not in subscriptions
U0000738,C00182,2024-01-21,1.0,1466.0,95,19,68,10.0,INVALID,Usage record references customer not in subscriptions
U0000739,C00146,2025-11-14,47.0,,69,63,83,20.0,INVALID,Usage record references customer not in subscriptions
U0000740,C01332,2024-09-11,48.0,1245.0,409,63,71,20.0,INVALID,Usage record references customer not in subscriptions
,C01472,2025-07-07,,783.0,441,24,60,2.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0000742,C00397,2024-03-16,19.0,925.0,99,44,3,-5.0,VALID,No issues detected
U0000743,C00559,2025-02-03,42.0,527.0,662,44,67,500.0,INVALID,Usage record references customer not in subscriptions
U0000744,C01273,2025-07-06,44.0,668.0,135,71,54,100.0,INVALID,Usage record references customer not in subscriptions
U0000745,C00150,2024-10-09,16.0,1975.0,453,62,88,2.0,INVALID,Usage record references customer not in subscriptions
U0000746,C00630,2025-12-12,45.0,723.0,835,72,91,500.0,INVALID,Usage record references customer not in subscriptions
U0000747,C00207,2024-03-30,41.0,422.0,966,78,63,20.0,VALID,No issues detected
U0000748,C00787,2025-02-01,37.0,801.0,977,0,18,500.0,INVALID,Usage record references customer not in subscriptions
U0000749,C00743,2024-05-07,38.0,1711.0,877,36,30,100.0,VALID,No issues detected
U0000750,C01099,2025-10-12,13.0,139.0,279,14,43,2.0,VALID,No issues detected
U0000751,C01057,2025-04-07,,1535.0,285,10,100,20.0,VALID,No issues detected
U0000752,C01463,2026-01-09,58.0,209.0,519,50,22,5.0,VALID,No issues detected
U0000753,C01526,2024-07-24,31.0,1151.0,449,28,34,100.0,INVALID,Usage record references customer not in subscriptions
U0000754,C00253,2025-08-30,16.0,1638.0,23,2,5,1.0,VALID,No issues detected
U0000755,C00469,2024-04-29,31.0,,18,16,30,1.0,INVALID,Usage record references customer not in subscriptions
U0000756,C00780,2025-03-26,8.0,1665.0,823,3,75,5.0,VALID,No issues detected
U0000757,C01394,2024-09-24,18.0,1548.0,815,48,39,20.0,INVALID,Usage record references customer not in subscriptions
U0000758,C00523,2024-01-11,30.0,1013.0,512,34,12,500.0,INVALID,Usage record references customer not in subscriptions
U0000759,C01593,2025-03-05,56.0,1779.0,889,21,40,500.0,VALID,No issues detected
U0000760,C00310,2025-05-15,52.0,437.0,883,69,90,100.0,VALID,No issues detected
U0000761,C00448,2025-06-13,14.0,,194,39,65,100.0,VALID,No issues detected
U0000762,C00586,2024-04-07,36.0,690.0,739,55,84,1.0,VALID,No issues detected
U0000763,C00624,2024-09-01,51.0,388.0,158,27,86,-5.0,INVALID,Usage record references customer not in subscriptions
U0000764,C00645,2026-01-29,56.0,,495,10,87,,INVALID,Usage record references customer not in subscriptions
U0000765,C01239,2025-03-17,58.0,,894,32,79,10.0,VALID,No issues detected
U0000766,C01761,2025-08-29,30.0,1026.0,96,44,40,5.0,INVALID,Usage record references customer not in subscriptions
U0000767,C01000,2024-08-25,59.0,1930.0,510,62,52,10.0,VALID,No issues detected
U0000768,C01712,2024-10-27,29.0,285.0,269,37,96,5.0,INVALID,Usage record references customer not in subscriptions
U0000769,C00956,2025-05-07,36.0,42.0,230,48,11,5.0,INVALID,Usage record references customer not in subscriptions
U0000770,C00002,2025-02-08,40.0,619.0,160,1,71,2.0,INVALID,Usage record references customer not in subscriptions
U0000771,C00644,2025-11-27,19.0,1526.0,495,43,7,10.0,VALID,No issues detected
U0000772,C00199,2024-06-29,6.0,259.0,504,49,95,5.0,INVALID,Usage record references customer not in subscriptions
U0000773,C00699,2024-09-06,46.0,810.0,107,1,3,500.0,VALID,No issues detected
U0000774,C00780,2025-12-19,45.0,524.0,631,10,98,10.0,VALID,No issues detected
U0000775,C01211,2025-06-26,29.0,1777.0,625,77,29,500.0,VALID,No issues detected
U0000776,C01246,2024-02-20,57.0,1520.0,665,73,97,,VALID,No issues detected
U0000777,C00565,2024-02-04,51.0,745.0,13,36,85,,INVALID,Usage record references customer not in subscriptions
U0000778,C00654,2025-09-19,54.0,,856,53,34,50.0,INVALID,Usage record references customer not in subscriptions
U0000779,C00068,2024-05-18,27.0,1940.0,379,12,19,50.0,INVALID,Usage record references customer not in subscriptions
U0000780,C01742,2024-03-09,15.0,764.0,187,45,36,-5.0,INVALID,Usage record references customer not in subscriptions
U0000781,C01611,2025-04-23,35.0,1307.0,396,25,60,50.0,INVALID,Usage record references customer not in subscriptions
U0000782,C00672,2026-01-08,24.0,1698.0,477,48,66,500.0,INVALID,Usage record references customer not in subscriptions
U0000783,C01401,2025-09-13,50.0,1934.0,283,62,18,50.0,INVALID,Usage record references customer not in subscriptions
U0000784,C00435,2024-01-02,42.0,1782.0,752,54,92,5.0,VALID,No issues detected
U0000785,C00433,2025-02-27,15.0,1391.0,791,25,11,50.0,VALID,No issues detected
U0000786,C00043,2024-04-21,52.0,434.0,685,29,45,,VALID,No issues detected
,C00248,2025-01-11,57.0,1009.0,869,71,8,10.0,INVALID,Missing usage_id; Usage record references customer not in subscriptions
U0000788,C01797,2025-01-28,-32.0,1310.0,783,7,9,100.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0000789,C01711,2024-07-18,,1446.0,995,13,31,1.0,INVALID,Usage record references customer not in subscriptions
U0000790,C00283,2025-02-12,15.0,-458.0,488,4,86,-5.0,INVALID,Negative active_minutes
U0000791,C00726,2024-04-17,47.0,1589.0,772,52,87,,INVALID,Usage record references customer not in subscriptions
U0000792,C01008,2025-01-14,23.0,,690,64,19,500.0,VALID,No issues detected
U0000793,C01006,2024-03-09,1.0,1193.0,926,28,43,2.0,INVALID,Usage record references customer not in subscriptions
U0000794,C00550,2024-09-09,36.0,1830.0,255,36,84,1.0,VALID,No issues detected
U0000795,C00713,2024-04-03,15.0,1699.0,942,60,43,5.0,INVALID,Usage record references customer not in subscriptions
U0000796,C00224,2024-06-09,19.0,1176.0,833,48,98,1.0,VALID,No issues detected
U0000797,C00448,2024-07-31,,304.0,301,49,10,-5.0,VALID,No issues detected
U0000798,C00962,2025-09-23,34.0,1915.0,624,75,25,50.0,VALID,No issues detected
U0000799,C01330,2025-06-07,59.0,,494,39,53,5.0,INVALID,Usage record references customer not in subscriptions
U0000800,C01280,2024-08-23,4.0,1000.0,450,50,79,10.0,INVALID,Usage record references customer not in subscriptions
U0000801,C00086,2024-11-12,-27.0,1049.0,403,78,10,50.0,INVALID,Usage record references customer not in subscriptions; Negative login_count
U0000802,C01583,2024-10-17,21.0,385.0,679,28,77,20.0,INVALID,Usage record references customer not in subscriptions
U0000803,C01312,2025-08-04,55.0,-66.0,845,1,31,500.0,INVALID,Negative active_minutes
U0000804,C00700,2024-09-04,45.0,1655.0,815,62,37,5.0,INVALID,Usage record references customer not in subscriptions
U0000805,C01291,2024-05-30,47.0,277.0,910,14,90,-5.0,INVALID,Usage record references customer not in subscriptions
U0000806,C00094,2024-03-28,54.0,520.0,72,61,98,100.0,INVALID,Usage record references customer not in subscriptions
U0000807,C01240,2024-08-17,60.0,272.0,657,22,88,100.0,VALID,No issues detected
U0000808,C01056,2025-03-17,22.0,917.0,587,59,52,50.0,VALID,No issues detected
U0000809,C01353,2024-01-23,34.0,495.0,998,77,16,50.0,VALID,No issues detected
U0000810,C00016,2025-06-12,33.0,1655.0,946,18,86,1.0,INVALID,Usage record references customer not in subscriptions
U0000811,C00141,2025-06-14,,685.0,695,8,66,20.0,VALID,No issues detected
